"presence_id";"post_id";"produit_name";"forum_name";"discussion_url";"post_date";"pseudo";"message_for_analyse"
1462873;25351972;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/blepharite-sujet_154447_1.htm";"2008-10-23 14:09:43";"Deathbringer";" L ophtalmo de m a pas parle de gants chauds et massages , uniquement donne des gouttes cromedil et nom_medicament , et m a dit qu avec ca ca ira . Dites moi quelle est la difference de symptomes entre blepharite et keratite ? Ca fait 1 an que j ai ces brulures douleurs + yeux colles le matin , est ce que l ophtalmo en m auscultant aurait vu facilement si javais une keratite ? ? Allez vous mieux depuis ? ? Merci"
1462874;9315321;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/blepharite-sujet_154447_1.htm";"2008-10-25 10:46:42";"Deathbring<U+200B>er";" C est tres clair rassurez vous J avais juste peur en voyant mes douleurs et le fait que je n ai pas traite ma blepharite des son apparition ( il y a plus d un an ) la mienne ait pu se transformer aussi en keratite , mais assurement que non . Je suis un peu degoute car j etais alle consulter des que ca a commence et les 4 differents ophtalmos n ont rien remarque , il ont juste verifie la vision binoculaire et en fait j ai + 0 . 75 aux deux yeux . Aucun n a remarque la blepharite , alors que je presentais les memes symptomes qu aujourd hui . A savoir brulures , sensation de truc dans l oeil , parfois une photophobie et les yeux colles le matin . Vous rappelez vous quels etaient vos collyres ? Mon ophtalmo m a donne du nom_medicament et du Cromedil , c est pas que je lui fait pas confiance , mais j aimerais etre sur qu ils soient efficaces , d autant que j ai vu souvent qu on devait traiter ca avec des pommades . Quand je les mets ca fait du bien mais seulement pour un moment . . . puis ca revient et surtout le soir ca pique , <NOM> brule bien ! ! En fait pendant les 2 vacances d ete , quand je suis parti en corse et en Bretagne je n avais plus mal du tout ! ! Je ne sais vraiment pas si c est parce que je suis allergique a quelque chose ici . . . Bref vous l aurez compris j en ai marre d avoir ce truc et c est un reve que ca disparaisse un jour ! Je n ai pas de psoriasis ou autre maladie de la peau , je pense que je m en serais apercu . Sur un site je vois comme causes favorisant le blepharite : La seborrhee Les anomalies de la refraction ( astigmatisme , troubles de la vision des deux yeux , troubles de la tonicite des muscles oculaires ) . Certaines professions exposees aux poussieres . L utilisation de certains cosmetiques ( vernis a ongles , teintures pour les cheveux ) Certaines affections chroniques a repetition ( staphylocoque ) et dermatoses , et plus precisement la rosacee et les allergies . Troubles de la vision non corriges . Pouvez vous me dire si les allergies evoluent avec l age ou restent les memes ? J ai fait le diagnostic a 7 ans , j en ai 17 maintenant , et j etais juste positif aux moisissures . Concernant les causes favorisantes au dessus , j en presente plusieurs ( anomalie de refraction , petit manque de convergence reeduque , utilisation de gel pour les cheveux , et hypermetropie a + 0 . 75 que je vis sans lunettes . ) Quand je lis ou je fais du pc , j ai peut etre un peu plus mal , ca vous arrive aussi ? Serait ce du au fait de garder les yeux plus ouverts et de sentir plus la secheresse oculaire ou est ce du a mes troubles de la vision ? Content pour vous que ca aille mieux . Si pour moi ca pourrait s arreter un jour j espere que j apprecierais un peu plus la vie et le fait d aller bien , on s en rend pas compte . Message edite par Deathbringer le 25 / 10 / <SEQUENCE> : 17 : 28"
1462880;27225803;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/pkr-sujet_157701_1.htm";"2010-05-26 11:28:12";"Zyb07lm";" Ah bon bizarre ? ? Ce n est pas le collyre dont tu parles , qu il faut mettre pendant un mois et demi apres l operation ? car celui la oui il pique un peu et rend les yeux plus secs ( c est le chirurgien qui me la dit ) , mais la je l arrete ce soir , ca y est . Il est important pour eviter les infections apres l operations . Le chirurgien m a prescrit ce collyre et nom_medicament , les gouttes pour hydrater , je pense que ce sont des larmes artificielles . . ."
1462881;27225801;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/pkr-sujet_157701_1.htm";"2010-05-26 08:58:57";"Zyb07lm";" Mes gouttes c est "" nom_medicament "" en unidose . C est normal les premieres minutes de voir flou , ca me l a toujours fait ( j en mettais avec mes lentilles aussi ) , mais ca passe apres <U+FFFD>"
1462882;27225846;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/pinguecula-rouge-oeil-sujet_155227_1.htm";"2009-02-14 12:04:19";"Mif74jy";" <U+FFFD>Tu ne le sais pas forcement si tu as l <U+FFFD>il sec . <U+FFFD>Faut savoir que l oeil sec ca va peut aller du tout a fait benin a tres grave . <U+FFFD>Ca se peut que tu es l <U+FFFD>il sec juste par moment , mais les vaisseaux sanguins restent en prevention et avec l inflammation . <U+FFFD>Essaie un gel unidose pour la nuit . <U+FFFD>Devant l ordi essaie un truc de base comme refresh ou nom_medicament . <U+FFFD>Le fait que tu aie eu des conjonctivites a repetition , donc tu as utilise des antibiotiques avec conservateurs qui ont peut etre declenches une allergie ou un syndrome sec leger . <U+FFFD>le hialuronate de sodium est tres hydratant on a l <U+FFFD>il blanc rapidement avec cela ."
1462883;27225860;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/irreversible-gauche-lasik-sujet_155732_1.htm";"2009-04-22 21:38:23";"dry43qu";" J ai rien dit ma chere . . . calme toi . tous les produits a base de hyaluronate sont une bonne idee apres la marque je m en fous . . . . celui la contient de la povidone ( c est l un des produits les plus anciens , pas mauvais , pas revolutionnaire ) autrement dit l nom_medicament unidoses c est la meme chose"
1462884;27225898;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/conservateurs-petition-collyres-sujet_155517_1.htm";"2009-04-10 17:19:43";"dry43qu";" p tit joueur <U+FFFD> moi bcp d nom_medicament mais je parlais de collyres conserves . . . les gens les utilisent sans se poser de questions jusqu a ce que les questions se posent ( allergie , irritation , keratite , ulcerations , etc ) . J ai trop vu ca ? Faut continuer a signer et diffuser nous aurons bientot 500 signatures en ligne . . . ce soir ? sans compter les signatures version papier ! ! !"
1462885;27225942;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/larmes-artificielles-brouillent-sujet_166028_1.htm";"2017-03-19 21:31:10";"sopau";" Merci beaucoup pour la reponse . nom_medicament me brule les yeux et quand je regarde les effets indesirables de refresh ca m inquiete un peu car ca parait pire qu nom_medicament . Mais pourquoi les soins yeux faits pour apaiser , sont des irritants ? ? J aurais voulu me remettre a l eau de bleuet mais ca n existe qu en bouteille ce qui peut entrainer des manques d hygiene ou de conservation . Existe t il un meme genre en unidoses ?"
1462886;27225941;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/larmes-artificielles-brouillent-sujet_166028_1.htm";"2017-03-19 13:59:58";"abic";" Bonjour avez vous essayez refresh en unidose ou nom_medicament en unidose"
1462888;27225964;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/douleur-enleve-lentilles-sujet_155783_1.htm";"2009-04-30 17:33:54";"Yak344m";" Bonsoir ! Alors voila , je porte des lentilles souples depuis 4 mois , 3 , 75 aux deux yeux . Ca fait une bonne semaine que lorsque j enleve mes lentilles , mon oeil gauche me fait mal lorsque je cligne . Et je dirai meme des fois tres mal . Donc lorsque je cligne des yeux , j ai mal a ma pupille , je sens que ma paupiere frotte contre ma pupille et ca me fait mal . Je n ai cela qu a l oeil gauche , pas de soucis a l oeil droit . Je mets des gouttes nom_medicament quelques fois mais sans grand resultat . Vous savez d ou vient ce soucis ? Car cligner des yeux et garder les yeux fermes , ca me fait vraiment mal et ca devient difficile . Merci ! Message cite 1 fois"
1462889;27225972;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/yeux-secheresse-occulaire-sujet_162474_1.htm";"2013-01-27 15:43:49";"Mov21ky";" Bonjour , je connais une secheresse occulaire depuis une bonne dizaine de jour c est a dire que pendant quelques jours d un coup j ai eu comme du sable dans les yeux plus particulierement l <U+FFFD>il gaiche l <U+FFFD>il droit ca va pour le moment et par moments ce gene et plus ou moins important et cela me modifie la vue je suis donc allee voir mon ophtalmo hier qui m a faut un test et qui m a dit que j avais 10 sur 10 a chaque <U+FFFD>il mais que j avais une secheresse des yeux elle m a donc prescrit a me mettre des gouttes dans les yeux le traitement se nomme nom_medicament . J en mets cela soulage mais j ai toujours la sensation d avoir du sable dans les yeux . Le medecin m a dit qu elle pouvait rien mettre d autres sauf mettre ses gouttes . J ai regarde sur internet des forums et des personnes disent avoir eu ce symptome depuis deux ans et mon medecin dit que ca . Je ne me vois pas rester toute ma vie avec cette sensation d "" sagreable de sable dans les yeux ni deux ans . Et j ai vu d autre part que ca peut s aggraver au risque de perdre completement la vue . J ai demande l avis a un ami qui me dit que ca va partir que c est juste parceque le temps est tr "" s sec et qu il a neige mais je suis souvent parti en montagen ou l air est extremement sec je n ai jamais eu ce genre de problemes cela m inqiuete beaucoup . Est ce que quelqu un a deja eu ca si oui combien de temps cela a dure ? pensez vous que ca peut partir aussi vite que c est venu ? je ne sais pas a quoi c est du j ai dmande au medecin elle me dit que c est tres courant et qu elle ne sait pas a quoi cela est du ! Enfin je voudrais partager l experience avec vous ! Je suis sur l ordi souvent mais jen abuse pas tant que ca depuis ados donc je pense pas que ca soit ca du coup j ai peur d aller sur l ordi . . . Enfin j attends vos messages , conseils , experiences . . . . PS : en plus je dois partir faire une saison de quelques mois pour travailler a la montagne ou l air est extremement sec Merci par avance"
1462890;17982044;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/operation-conseil-fuyez-sujet_153303_1.htm";"2008-06-02 10:23:10";"dryeyes";" Tophe , il faut surtout que tu consultes un ophtalmo et que tu lui en parles voir si tu peux faire un essai de larmes artificielles qui t aideront a stabiliser ta situation si c est la cas . . . je te conseille de lire les sites ci dessous et ensuite de nous contacter si ta des questions sur les dysfonctionnement lacrymaux par ce biais la . Il n y a pas de traitement specifique et selon les essais les personnes adoptent un substitut lacrymal plutot qu un autre , dans ton cas il faudra sans doute un truc leger , mais c est pas certain que finalement cela ne te brouille pas autant la vue . a ta place j essaierai du VISMED ou de l nom_medicament , fluidabak , un gros de gouttes peu visqueuses mais si ca se trouve cela ne donnera rien et l on te trouvera autre chose , il faut pas attendre un diagnostic d un forum . . . juste des pistes a evoquer avec un ophtalmo ( c est vrai que vu la difficiulte a les avoir pour parfois 5 min de consultation il vaut mieux avoir ses questions toutes pretes ! ! ) bon courage Message cite 1 fois Message edite par dryeyes le 02 / 06 / <SEQUENCE> : 27 : 13"
1462892;27225982;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/syndrome-oeil-sujet_148388_1.htm";"2009-02-09 19:48:43";"dry43qu";" Etant donne qu Aqualarm U . P est exempt d agents conservateurs , vous pouvez l utiliser quotidiennement aussi frequemment que souhaite . Mais ce produit n a rien de revolutionnaire , c est de la povidone ( du meme genre y a nom_medicament en unidoses ) l un des substituts les plus anciens . . ."
1462893;27226088;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/yeux-secs-sujet_148737_1.htm";"2008-12-29 19:52:07";"dry43qu";" J aime bien nom_medicament mais desole c est n importe quoi d affirmer que cela stimule les glandes . . . ce serait un secretagogue , et il n en existe aucun sur le marche juste en etude clinique ! ! ! Si ca va mieux c est pour une autre raison car nom_medicament c est bien comme palliatif mais cela reste un palliatif . . . J utilise nom_medicament depuis 5 ans donc j ai rien contre , mais je suis pas gueri non plus ! ! !"
1462894;27226086;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/yeux-secs-sujet_148737_1.htm";"2008-12-29 19:32:15";"Profil supprimé";" alors a tous le monde ! je vous conseille nom_medicament ! ! je soufre horriblement des yeux pendant plus de <AGE> <AGE> mais depuis 1 ans je n est plus du tous mal ! plus la moindre douleur ! ! c est des gouttes a mettre qui stimule les glande je suppose en tous j en et mis pendant 3 mois et ca fait 7 mois que j en et pas remis mais ca continue a faire effet ! ! ca coute dans les 7 euros essaye ! Message cite 2 fois"
1462895;2982965;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-temoignage-sujet_160609_1.htm";"2013-02-07 12:47:28";"Profil supprimé";" Moi c est bizarre j ai eu une secheresse r "" cemment pendant 15 jours je suis allee voir l ophtalmo qui m a dit quel on pouvait rien faire sauf mettre des gouttes donc nom_medicament j en ai mis et puis maintenant je n ai plus rien c est bizzare en un sens tant mieux mais le medecin me disait que cela reste a vie ou dure au moins deux ans , un an . Je comprends pas pourquoi c est parti aussi vite je susi d un cote rassuree et d un autre cela me parait etrange ?"
1462896;2982963;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/secheresse-oculaire-temoignage-sujet_160609_1.htm";"2013-02-04 11:25:55";"Profil supprimé";" Moi aussi j en ai une depuis une quinzaine de jours ca part ca revient j en ai marre je mets des gouttes le traitement est nom_medicament , question pensez vous que la secheresse occulaire peut partir aussi vite qu elle est venue ? mon ophtalmo m a dit quel onpouvait rien faire d autre qued e mettre des gouttes je ne sais pas a quoi c est dut cela m inquiete mon ophtalmo m a dit que dans la plupart des cas on ne savait pas dr ou ca venait . Est ce que selon vous je peux continuer a me maquiller ? Et est ce que ca s en va si je mets mes gouttes bien tous les jours ? Merci par avance"
1462897;27226137;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/operation-forte-hypermetropie-sujet_160245_1.htm";"2011-07-20 13:00:27";"Nyq99wn";" Pour les yeux secs c est normal apres su lasik , c est un des effets secondaires ( pensez a bien hydrater vos yeux avec des larmes artificielles de type Vismed Multi , Refresh , nom_medicament . . . ) . Pour la fluctuation de la vision , c est egalement normal . Apres lasik , la secheresse et la fatigue oculaire peuvent faire varier la qualite de vision . Autre chose a savoir . Les chirurgiens en parlent quasiment jamais d ailleurs : avec cette operation vous perdez en qualite . En effet , des yeux operes donneront toujours une vue d une qualite ( contraste notamment ) inferieure a des yeux non operes corriges par des les lunettes . Message cite 1 fois"
1462898;27226181;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/medicaments/medicaments-libre/ophalmique-vitamine-pomade-sujet_148591_1.htm";"2011-11-12 12:40:35";"mav56wq";" bonjour je suis atteint de secheresse oculaire et mon ophtalmo m a prescrit de l nom_medicament et de la pommade a vitamine a dulcis . Mais cette pommade ne me convient pas , j ai des maux de tete avec ( hypertension au niveau du crane d apres ce que j ai compris ) existe t il d autre pommade ? parce que les gouttes d nom_medicament ne sont pas suffisantes a mon gout . merci de rep"
1462899;9326461;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/oeil-rouge-episclerite-sujet_164738_1.htm";"2015-05-29 21:34:55";"twinsen702";" J ai mis nom_medicament pendant 2 ans , puis j ai essaye Aqualarm UP et ensuite Vitabact sur ordonnance mais c est vraiment du pipi de chat , ca ne change strictement rien . . . ."
1462900;27226197;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/maladies-auto-immunes/astuces-aider-fibromyalgie-sujet_140_1.htm";"2007-06-27 19:05:50";"kika136";" Tiens pour moi , on m a parle de syndrome polyalgique , et qd je regarde sur internet ca correspond a fibromyalgie ! Un jour ca va , le lendemain je deguste , faut vivre au jour le jour et apprendre a vivre avec ! Surtout faire comprendre a l entourage ce que l on vit une fois pour toute et . . . qu on nous fiche la paix ensuite ! <U+FFFD> De plus j ai aussi Goujerot , celui la est "" casse pieds "" aussi , tjrs soif , donc bonbons a la menthe souvent et tjrs bouteille d eau sous la main meme en voiture , pour les yeux des larmes artificielles "" nom_medicament "" matin et soir . . . La constipation ( aIe ) , provoquee par certains medocs , faut manger bcp de legumes si possible . . . Alors , courage vous n etes pas seuls <U+FFFD> Message cite 1 fois"
1462902;2983074;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/yeux-extremement-sujet_159796_1.htm";"2011-04-26 18:06:56";"jeninith";" Merci de ces renseignements . Je porte des lunettes parce que je suis myope de naissance . Il y a quelques annees , j avais essaye les lentilles dures et souples et bien c etait des keratites assures . Donc j ai abandonne . Dommage car c etait vraiment pratique pour quand il fait chaud vu que mes lunettes glisse tous le temps par fortes chaleur ; Et bien sur , je ne peux pas les serrer car je suis malentendante aussi donc je porte des appareils auditif . Sinon , en ce qui concerne les gouttes proposees , je ne supporte pas refresh et nom_medicament , ducadose , car c est comme si mes yeux s etaient enflammees d un coup . Sinon , vismed multi et hylovis sont ceux que je mettais mais ils ne sont plus efficaces maintenant . Cet apres midi , je suis alle aux urgences pour voir s il ne pouvait pas me prescrire autre chose et bien ils ne m ont pas laisse passer puisque je voyait mais j ai reussi a avoir un rdv pour <DATE> apres midi quand je leur ai explique mon cas . donc plus que 2j a patienter pour savoir quoi faire . Mais si quelqu un a quelque chose a me proposer plus tot , surtout n hesiter pas ."
1462903;2983072;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/yeux-extremement-sujet_159796_1.htm";"2011-04-25 21:23:32";"Profil supprimé";" Consulte ce lien : http : / / perso . numericable . fr / ke [ . . . ] ements . htm Tu ne nous as pas dit pourquoi tu as les yeux sec je crois . . . Portes tu des lentilles ? Il faut savoir qu il n existe pas de meilleure marque de gouttes . En fait il faut en essayer plusieurs sortes pour voir laquelle te convient le mieux ( ca depend a base de quoi il est fait , voir les principales substances dans le lien ) . Personnellement j utilise que des gouttes . Je n aime pas trop les gels car ca brouille momentanement la vue et ca laisse des residus . Pour les gouttes j utilise de "" grands classiques "" : Refresh ( a base de povidone et alcool polyvinylique ) . Sa duree de vie sur les yeux est moyenne mais a l avantage d etre entierement rembourse ( Secu + complementaire ) . J avais lu un article d ophtalmo qui disait que Refresh est pas mal pour "" nettoyer "" les yeux ( grace a l action de la povidone et / ou de l alcool polyvinylique qu il contient ) . Vismed Multi ( a base de hyluronate ) . La duree de vie est tres bonne mais n est rembourse qu en ( grande ) partie ( Secu + complementaire ) . Attention a bien demander Vismed Multi et non Vismed . Vismed c est la version unidose et Vismed Multi la version flacon a pompe ( donc moins de perte et plus pratique . nom_medicament ( a base de sorbitol ) . La duree de vie est tres bonne et est entierement rembourse ( Secu + complementaire ) . C est celui la que je teste actuellement . Du serum physiologique . Je parle des serums physiologiques pour bebe et non des serums physiologiques renforces genre Dacryoserum / Dacudose / Dacryum . En fait en pharmacie les serums pour bebe ne sont pas rembourses mais les serum renforces le sont entierement . Alors pourquoi je te conseille les serums pour bebe ? Tout simplement parce que les serum renforces ont tendance a irriter voire un peu assecher les yeux a la longue . L avantage des serums pour bebe , en plus de nettoyer les yeux , est d hydrater moyennement . Il y a des marques comme par exemple Physiologica . A la base toutes les gouttes sont compose essentiellement d eau purifiee , mais aussi de chlorure de sodium auquel s ajoute d autres elements sont les principes actifs propres a chaque marques ( povidone , alcool polyvinylique , hylunorate , sorbitol . . . ) . Les serums physio pour bebe ne sont composes par contre que d eau purifie et de chlorure de sodium ( la quantite de chlorure de sodium varie selon les marques , en general c est 0 , 9g ) . Voila pourquoi ca hydrate un peu moins longtemps , mais d un autre cote tu ne pourras que mieux les tolerer par rapport aux autres . En l etat je te conseille de les essayer pour voir ce qui te convient le mieux , ce que tu toleres le mieux , ce qui te soulage le mieux et le plus longtemps . . . Demande a ton medecin de te prescrire 2 marques ( je crois qu il ne t en donneras pas plus , donc voici les plus cheres ) : Vismed Multi a raison de 6 gouttes par jour ( ca doit faire 2 ou 3 flacons par mois ) et nom_medicament a raison de 6 gouttes par jour ( ca doit faire 3 boite pour un mois ) . Demande aussi a ce que l ordonnance soit renouvelable 3 mois . Comme cela ca te fera un bon stock . Quant a Refresh , achete une boite hors ordonnance histoire d essayer , ca ne coute pas cher ( a moins que tu arrive a le faire passer sur l ordonnance avec les autres ) . Pour le serum physio bebe , achetes en aussi une boite hors ordonnance ( tu n as pas le choix la puisque ce n est pas rembourse ) . La aussi c est juste pour essayer , peut etre que ca te plaira mieux que les autres . Autrement il y a aussi en parallele des complements alimentaires . L efficacite n a pas ete prouvee . Mais certains disent que ca a marche , d autres non . La marque c est Dioptec . ce n est pas rembourse et c est assez cher . Si tu peux en acheter , prends une boite de 180 capsules 2 capsules le matin et 2 le soir pendant 2 semaines , puis une capsule le matin et une le soir pendant 2 mois , soit en tout les 180 capsules ) . Comme je l ai dit c est cher et l efficacite n est pas vraiment prouvee , mais si tes moyens te le permettent alors n hesite pas a essayer , on ne sait jamais ."
1462906;27226239;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/lentilles-rigides-rouges-sujet_154653_1.htm";"2008-11-18 13:40:09";"Profil supprimé";" Par moment , je les sens sec , et je mets de l nom_medicament mais cela soulage pendant quelques instants mais mes yeux sont toujours rouges ."
1462907;27226238;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/lentilles-rigides-rouges-sujet_154653_1.htm";"2008-11-18 12:52:35";"dry43qu";" vous les sentez secs ( l nom_medicament aide un peu ? ) ou insuffisamment oxygenes ?"
1462908;27226237;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/lentilles-rigides-rouges-sujet_154653_1.htm";"2008-11-18 11:37:50";"Profil supprimé";" Bonjour , Cela fait un peu plus d un mois que je porte des lentilles rigides . Cependant , j ai les yeux rouges et qui parfois me brulent legerement . Je suis allee voir mon ophtalmo pour mon 2e rdv d adaptation et me dit que mes yeux vont bien malgre les yeux rouges et m a prescrit de l nom_medicament . Est ce que cela est deja arrive a qq1 ? En combien de temps , les yeux rouges peuvent disparaitre ? Je vous remercie d avance pour votre aide si precieuse ."
1462910;2982910;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/rater-operation-myopie-sujet_159524_1.htm";"2011-04-14 22:17:12";"Profil supprimé";" Je me suis fait opere il y a quelques mois seulement , alors j en suis encore au stade ou j essaie un peu de tout . Pour l instant je suis oblige de mettre des gouttes sinon j ai aussi les yeux exploses et trop secs ( certains jours c est une grosse secheresse et d autres une secheresse moderee ) . En plus comme je n en mettais pas suffisamment il y a peu de temps j ai commence a avoir une douleur . Un ophtalmo ( pas le chirurgien ) m a dit de mettre entre 6 et 12 gouttes + gel par jours ( j en mets 6 , surtout des gouttes , j aime pas les gels ) le temps que . . . . . "" ca revienne "" . Comme si j avais des raisons d esperer que mes larmes naturelles se remettent a couler . . . . En plus de ces gouttes + gel je dois mettre de la pommade le soir au coucher car la secheresse est beaucoup plus importante la nuit . A tel point que j ai souvent les paupieres collees au reveil ( rarement l ouverture des paupieres est douloureuse , comme si on dechirait les yeux ) . Sinon il m arrive aussi de mettre du serum physio bebe et serum physio renforce . Pour les larmes que j ai deja essaye : Refresh , Vismed multi , Larmabak , nom_medicament . Pour les gels : Celluvisc , Aquarest . Pour la pommade : Vitamine A Dulcis . Pour le serum phy : Physiologica ( bebe ) , Dacryoserum ( renforce ) . J ai commence il y a 3 jours le dioptec , je n ai pas encore ouvert ma boite de vyseo , et je compte essayer la methode qui consiste a mettre un gant de toilette chaud sur les paupieres pour faire fondre les larmes afin qu elles s ecoulent mieux . Apres je crois que j aurais tout essaye . Tu t es faite operer il y a 2 ans environ je crois . Tu estimes que ca s est quand meme un peu ameliore aujourd hui par rapport aux premiers mois ? A la premiere annee ?"
1462911;25298536;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/help-lasik-sujet_159270_1.htm";"2011-08-24 14:04:16";"Syl57hn";" Bonjour djococo et merci pour ton soutient . . . Mais probleme ne s arrange definitivement pas et c est vrai que j <U+FFFD> essaie de vivre avec . . defois ca peu aller et defoi comme aujourd hui c est tres tres dure . . quoi qu ile n soit c est claire que je deprime au minimum une fois par jour a cause de cette fichu operation . . . J ai meme penser au suicide quelque fois malheureusement car je me sens vraiment pas bien j ai tout pour etre heureux et il a fallu que je fasse confiance a ces chirurgien qui comme tu l a si bien dit te raconte que les effet indesirable disparaisse , alors vivre ca quelque mois ok , mais a vie . . Maintenant je reporte des lunette pour lire , ecrire , ordi tele , et quand je ne les ai pas sur moi ca deviens un vrai calvaire ( soiree dvd entre ami improvise , cinema . . . et la grosse derpim j essai de bien voir je force sur mes yeux et la gros mal de tete . . enfin bon et avec le temps c est de pire en pire donc j <U+FFFD> angoisse terriblement je me demande dans 5 , voir 10 ans ( si je tient jusque la . . . ) La secheresse oculaire est un reel probleme je met de l aquarest , larmabak et nom_medicament en general pour repondre a ta question . Maintenant que j ai foutu en l air mes yeux , j aimerai bien essaye de preserve ceux de mon prochain , c est pourquoi je recherche des personnes dans mon cas qui accepterai de deposer une plainte contre cette pratique afin de l <U+FFFD> interdire ou du moins prevenir les gens des REEL effet secondaire . SI DES PERSONNES VEULENT FAIRE BOUGER LES CHOSES N <U+FFFD> HESITEZ PAS A ME CONTACTER SUR MON MAIL GAMMASYL20 @ HOTMAIL . FR ! !"
1462913;25411103;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/lasik-gentillesse-deception-sujet_160222_1.htm";"2011-07-19 15:23:19";"Nyq99wn";" Chibro Cadron et Torbadex ont la meme fonction ( antibiotique et anti inflammatoire ) . nom_medicament est pas mal aussi pour humidifier les yeux aussi ( entierement remboursee comme Refresh ) . Refresh , nom_medicament , Vismed Multi . . . . je conseillerais Vismed Multi ( a base de hyaluronate ) ."
1462914;5655487;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/lasik-gentillesse-deception-sujet_160222_1.htm";"2011-07-19 14:15:44";"Profil supprimé";" Attention les larmes artificielles sont a mettre 3 fois par jour MINIMUM . N hesitez pas a le faire beaucoup plus . . Je n ai pas recu la meme ordonance que vous ( Collyre Tobradex 8 jours 4fois par jours et Collyre nom_medicament pendant 30 jours 3fois par jours minimum ) par contre j ai bien recu votre MP et j ai deja entendu parler de ce centre en negatif malheureusement . Message cite 1 fois"
1462917;27226254;"ARTELAC";"doctissimo";"http://forum.doctissimo.fr/sante/myopie-cataracte-vue/supporter-lentilles-sujet_160543_1.htm";"2011-09-14 18:51:29";"chl12uj";" Il avait raison tu faisais des conjonctivites a cause des lentilles , elles rendent l oeil encore plus sec , si de base tu l es ca ne fait qu aggraver le schmilblik < ; < l nom_medicament c est justement pour lubrifier toussa LEs lentilles rigides sont mieux tolerees , mais c est l horeur a mettre et a enlever ( javais une pote qui les enlevais avec une petite ventouse . . . <U+FFFD> <U+FFFD> ) Si jamais tu te remets aux lentilles , le mieux ( plus propre en tout cas ) ce sont les lentilles journalieres , et apres faut taper dans les cheres , acuvue &amp ; co , mieux toleree . . meme si javoue au bout de <AGE> <AGE> avec des lentilles ca commencait a devenir insupportable . Du coup lasik est ma vie est fantastique <U+FFFD> Message edite par chl12uj le 14 / 09 / <SEQUENCE> : 52 : 51"
